CMTE_ID,CMTE_NM,CMTE_ST1,CMTE_ST2,CMTE_CITY,CMTE_ST,CMTE_ZIP,CAND_ID,CAND_NM,RPT_YR,RPT_TP,TERM_RPT_FLAG,AMNDT_IND,RECEIPT_DT,CVG_START_DT,CVG_END_DT,RPT_PGI,COH_BOP,TTL_RECEIPTS_SUM_PAGE_PER,SUBTTL_SUM_PAGE_PER,TTL_DISB_SUM_PAGE_PER,COH_COP,DEBTS_OWED_TO_CMTE,DEBTS_OWED_BY_CMTE,EXP_SUBJECT_LIMITS,NET_CONTB_SUM_PAGE_PER,NET_OP_EXP_SUM_PAGE_PER,FED_FUNDS_PER,INDV_CONTB_PER,POL_PTY_CMTE_CONTB_PER,OTHER_POL_CMTE_CONTB_PER,CAND_CONTB_PER,TTL_CONTB_PER,TRANF_FROM_AFFILATED_CMTE_PER,LOANS_RECEIVED_FROM_CAND_PER,OTHER_LOANS_RECEIVED_PER,TTL_LOANS_RECEIVED_PER,OFFSETS_TO_OP_EXP_PER,OFFSETS_TO_FNDRSG_EXP_PER,OFFSETS_TO_LEGAL_ACCTG_PER,TTL_OFFSETS_TO_OP_EXP_PER,OTHER_RECEIPTS_PER,TTL_RECEIPTS_PER,OP_EXP_PER,TRANF_TO_OTHER_AUTH_CMTE_PER,FNDRSG_DISB_PER,EXEMPT_LEGAL_ACCTG_DISB_PER,REPYMTS_LOANS_MADE_BY_CAND_PER,REPYMTS_OTHER_LOANS_PER,TTL_LOAN_REPYMTS_MADE_PER,REF_INDV_CONTB_PER,REF_POL_PTY_CMTE_CONTB_PER,REF_OTHER_POL_CMTE_CONTB_PER,TTL_CONTB_REF_PER,OTHER_DISB_PER,TTL_DISB_PER,ITEMS_ON_HAND_LIQUIDATED,TTL_PER,FED_FUNDS_YTD,INDV_CONTB_YTD,POL_PTY_CMTE_CONTB_YTD,OTHER_POL_CMTE_CONTB_YTD,CAND_CONTB_YTD,TTL_CONTB_YTD,TRANF_FROM_AFFILIATED_CMTE_YTD,LOANS_RECEIVED_FROM_CAND_YTD,OTHER_LOANS_RECEIVED_YTD,TTL_LOANS_RECEIVED_YTD,OFFSETS_TO_OP_EXP_YTD,OFFSETS_TO_FNDRSG_EXP_YTD,OFFSETS_TO_LEGAL_ACCTG_YTD,TTL_OFFSETS_TO_OP_EXP_YTD,OTHER_RECEIPTS_YTD,TTL_RECEIPTS_YTD,OP_EXP_YTD,TRANF_TO_OTHER_AUTH_CMTE_YTD,FNDRSG_DISB_YTD,EXEMPT_LEGAL_ACCTG_DISB_YTD,REPYMTS_LOANS_MADE_CAND_YTD,REPYMTS_OTHER_LOANS_YTD,TTL_LOAN_REPYMTS_MADE_YTD,REF_INDV_CONTB_YTD,REF_POL_PTY_CMTE_CONTB_YTD,REF_OTHER_POL_CMTE_CONTB_YTD,TTL_CONTB_REF_YTD,OTHER_DISB_YTD,TTL_DISB_YTD,TTL_YTD,TRES_SIGN_NM,TRES_SIGN_DT,FILE_NUM
C00508416,"FRIENDS OF JOHN DELANEY","PO BOX 70835","","BETHESDA","MD","20813","P00006213","DELANEY, JOHN K.",2020,"M3",,N,20-MAR-20,01-FEB-20,29-FEB-20,,112811.86,224636.53,337448.39,322637.32,14811.07,0,11408250,0,3745781.31,13911286.66,0,60,0,0,200000,200060,0,0,0,0,24576.53,0,0,24576.53,0,224636.53,322577.32,0,0,0,0,0,0,60,0,0,60,0,322637.32,0,0,0,2583135.65,0,177250,1079076.55,3839462.2,0,25245000,0,25245000,247992.24,0,0,247992.24,0,29332454.44,14159278.9,60000,0,0,15000000,0,15000000,90680.89,0,3000,93680.89,68735.54,29381695.33,0,"NORDBERG, EDWARD P JR.",17-MAR-20,1391395
C00508416,"FRIENDS OF JOHN DELANEY","PO BOX 70835","","BETHESDA","MD","20813","P00006213","DELANEY, JOHN K.",2018,"Q1",,A,28-JUN-18,01-JAN-18,31-MAR-18,,379442.19,2173151.75,2552593.94,1722890.44,829703.5,0,3743250,0,1058066.49,2855695.87,0,164888.8,0,0,0,164888.8,0,2000000,0,2000000,8262.95,0,0,8262.95,0,2173151.75,1716471.36,0,0,0,0,0,0,3500,0,0,3500,2919.08,1722890.44,0,0,0,826066.49,0,175250,80000,1081316.49,0,2580000,0,2580000,19407.73,0,0,19407.73,0,3680724.22,2875103.6,0,0,0,0,0,0,20250,0,3000,23250,16719.08,2915072.68,0,"MCCLAIN-DELANEY, APRIL",28-JUN-18,1240965
C00508416,"FRIENDS OF JOHN DELANEY","PO BOX 70835","","BETHESDA","MD","20813","P00006213","DELANEY, JOHN K.",2020,"M4",,N,20-APR-20,01-MAR-20,31-MAR-20,,14811.07,117821.62,132632.69,90468,42164.69,0,1493250,0,3835781.31,13973933.04,0,60,0,0,90000,90060,0,0,0,0,27761.62,0,0,27761.62,0,117821.62,90408,0,0,0,0,0,0,60,0,0,60,0,90468,0,0,0,2583195.65,0,177250,1169076.55,3929522.2,0,25245000,0,25245000,275753.86,0,0,275753.86,0,29450276.06,14249686.9,60000,0,0,15000000,0,15000000,90740.89,0,3000,93740.89,68735.54,29472163.33,0,"NORDBERG, EDWARD P JR.",20-APR-20,1402406
C00508416,"FRIENDS OF JOHN DELANEY","PO BOX 70835","","BETHESDA","MD","20813","P00006213","DELANEY, JOHN K.",2019,"Q3",,N,15-OCT-19,01-JUL-19,30-SEP-19,,7442612.67,868452.26,8311064.93,7763004.07,548060.86,0,10593250,0,2629959.86,11451963.62,0,462789.26,0,2000,0,464789.26,0,400000,0,400000,3663,0,0,3663,0,868452.26,1738605.1,0,0,0,6000000,0,6000000,9048.97,0,0,9048.97,15350,7763004.07,0,0,0,2428574.6,0,177250,110506.55,2716331.15,0,24430000,0,24430000,63670.84,0,0,63670.84,0,27210001.99,11515634.46,60000,0,0,15000000,0,15000000,83371.29,0,3000,86371.29,63987.34,26725993.09,0,"NORDBERG, EDWARD P JR.",15-OCT-19,1358358
C00508416,"FRIENDS OF JOHN DELANEY","PO BOX 70835","","BETHESDA","MD","20813","P00006213","DELANEY, JOHN K.",2020,"M7",,N,20-JUL-20,01-JUN-20,30-JUN-20,,20403.57,0,20403.57,5058.6,15344.97,0,1493250,0,3835781.31,14000752.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5058.6,0,0,0,0,0,0,0,0,0,0,0,5058.6,0,0,0,2583255.65,0,177250,1169076.55,3929582.2,0,25245000,0,25245000,275901,0,0,275901,0,29450483.2,14276653.76,60000,0,0,15000000,0,15000000,90800.89,0,3000,93800.89,68735.54,29499190.19,0,"NORDBERG, EDWARD P JR.",17-JUL-20,1427050
C00508416,"FRIENDS OF JOHN DELANEY","PO BOX 70835","","BETHESDA","MD","20813","P00006213","DELANEY, JOHN K.",2020,"M5",,N,20-MAY-20,01-APR-20,30-APR-20,,42164.69,207.14,42371.83,5864.68,36507.15,0,1493250,0,3835781.31,13979590.58,0,60,0,0,0,60,0,0,0,0,147.14,0,0,147.14,0,207.14,5804.68,0,0,0,0,0,0,60,0,0,60,0,5864.68,0,0,0,2583255.65,0,177250,1169076.55,3929582.2,0,25245000,0,25245000,275901,0,0,275901,0,29450483.2,14255491.58,60000,0,0,15000000,0,15000000,90800.89,0,3000,93800.89,68735.54,29478028.01,0,"NORDBERG, EDWARD P JR.",20-MAY-20,1407426
C00508416,"FRIENDS OF JOHN DELANEY","PO BOX 70835","","BETHESDA","MD","20813","P00006213","DELANEY, JOHN K.",2020,"M10",,N,20-OCT-20,01-SEP-20,30-SEP-20,,30318.14,0,30318.14,5619.62,24698.52,0,1493250,0,3835781.31,13991399.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5619.62,0,0,0,0,0,0,0,0,0,0,0,5619.62,0,0,0,2583255.65,0,177250,1169076.55,3929582.2,0,25245000,0,25245000,290449.72,0,0,290449.72,0,29465031.92,14281848.93,60000,0,0,15000000,0,15000000,90800.89,0,3000,93800.89,68735.54,29504385.36,0,"NORDBERG, EDWARD P JR.",19-OCT-20,1457608
C00508416,"FRIENDS OF JOHN DELANEY","PO BOX 70835","","BETHESDA","MD","20813","P00006213","DELANEY, JOHN K.",2017,"Q3",,A,28-JUN-18,01-JUL-17,30-SEP-17,,54024.96,577085.53,631110.49,318036.53,313073.96,0,1243250,0,759446.74,583074.74,0,543734.45,0,29000,0,572734.45,0,0,0,0,4351.08,0,0,4351.08,0,577085.53,299936.53,0,0,0,0,0,0,13000,0,3000,16000,2100,318036.53,0,0,0,605196.74,0,170250,0,775446.74,0,80000,0,80000,4826.19,0,0,4826.19,0,860272.93,587900.93,0,0,0,0,0,0,13000,0,3000,16000,7350,611250.93,0,"MCCLAIN-DELANEY, APRIL",15-JAN-18,1240945
C00508416,"FRIENDS OF JOHN DELANEY","PO BOX 70835","","BETHESDA","MD","20813","P00006213","DELANEY, JOHN K.",2020,"M2",,N,20-FEB-20,01-JAN-20,31-JAN-20,,139881.24,491301.07,631182.31,518370.45,112811.86,0,11408250,0,3545781.31,13613285.87,0,19669.55,0,0,340000,359669.55,0,0,0,0,131631.52,0,0,131631.52,0,491301.07,517364.45,0,0,0,0,0,0,956,0,0,956,50,518370.45,0,0,0,2583075.65,0,177250,879076.55,3639402.2,0,25245000,0,25245000,223415.71,0,0,223415.71,0,29107817.91,13836701.58,60000,0,0,15000000,0,15000000,90620.89,0,3000,93620.89,68735.54,29059058.01,0,"NORDBERG, EDWARD P JR.",20-FEB-20,1384612
C00659938,"FRIENDS OF ANDREW YANG","PO BOX 214","MIDTOWN STATION","NEW YORK","NY","10018","P00006486","YANG, ANDREW",2020,"M2",,N,20-FEB-20,01-JAN-20,31-JAN-20,,3720227.19,6779108.71,10499335.9,6992399.77,3506936.13,0,2010,0,38066616.27,33978956.24,0,6773361.98,0,0,0,6773361.98,0,0,0,0,5372.84,0,0,5372.84,373.89,6779108.71,6908070.57,0,0,0,0,0,0,84329.2,0,0,84329.2,0,6992399.77,0,0,0,38417536.63,0,4345.64,6000,38427882.27,0,0,0,0,32381.69,0,0,32381.69,2041.62,38462305.58,34011337.93,0,0,0,48000,0,48000,361266,0,0,361266,82000,34502603.93,0,"ZHANG, MUHAN",20-FEB-20,1385241
C00659938,"FRIENDS OF ANDREW YANG","PO BOX 214","MIDTOWN STATION","NEW YORK","NY","10018","P00006486","YANG, ANDREW",2019,"YE",,A,31-JAN-20,01-OCT-19,31-DEC-19,,6344853.3,16542147.49,22887000.79,19255768.83,3631231.96,0,2010,0,31285288.26,27575255.35,0,16518824.3,0,0,0,16518824.3,0,0,0,0,22068.49,0,0,22068.49,1254.7,16542147.49,18935655.26,0,0,0,0,0,0,243113.57,0,0,243113.57,77000,19255768.83,0,0,0,31644174.65,0,4345.64,6000,31654520.29,0,48000,0,48000,27126.8,0,0,27126.8,4577.11,31734224.2,27602382.15,0,0,0,48000,0,48000,369232.03,0,0,369232.03,82000,28101614.18,0,"GRAUMANN, ZACH",23-MAR-20,1391831
C00659938,"FRIENDS OF ANDREW YANG","393 W 49TH ST","APT 5EE","NEW YORK","NY","10019","P00006486","YANG, ANDREW",2018,"Q1",,N,13-APR-18,01-JAN-18,31-MAR-18,,114859.9,111962.74,226822.64,100022.79,126799.85,0,0,0,242006.45,115207.69,0,101962.74,0,0,10000,111962.74,0,0,0,0,0,0,0,0,0,111962.74,100022.79,0,0,0,0,0,0,0,0,0,0,0,100022.79,0,0,0,202006.45,0,0,40000,242006.45,0,0,0,0,0,0,0,0,1.09,242007.54,115207.69,0,0,0,0,0,0,0,0,0,0,0,115207.69,0,"KNOPP, WAYNE",13-APR-18,1220913
C00659938,"FRIENDS OF ANDREW YANG","393 W 49TH ST","APT 5EE","NEW YORK","NY","10019","P00006486","YANG, ANDREW",2017,"YE",,N,30-JAN-18,01-OCT-17,31-DEC-17,,0,130044.8,130044.8,15184.9,114859.9,0,0,0,130043.71,15184.9,0,100043.71,0,0,30000,130043.71,0,0,0,0,0,0,0,0,1.09,130044.8,15184.9,0,0,0,0,0,0,0,0,0,0,0,15184.9,0,0,0,100043.71,0,0,30000,130043.71,0,0,0,0,0,0,0,0,1.09,130044.8,15184.9,0,0,0,0,0,0,0,0,0,0,0,15184.9,0,"KNOPP, WAYNE",30-JAN-18,1202031
C00659938,"FRIENDS OF ANDREW YANG","PO BOX 214","MIDTOWN STATION","NEW YORK","NY","10018","P00006486","YANG, ANDREW",2020,"Q2",,N,15-JUL-20,01-APR-20,30-JUN-20,,604060.53,398548.67,1002609.2,825986.15,176623.05,0,2010,0,38970216.1,39425210.52,0,45920.11,0,0,0,45920.11,0,0,0,0,2628.56,0,0,2628.56,350000,398548.67,788230.52,0,0,0,0,0,0,37755.63,0,0,37755.63,0,825986.15,0,0,0,41187082.46,0,4345.64,6000,41197428.1,0,0,0,0,92381.86,0,0,92381.86,859729.39,42149539.35,39517592.38,0,0,0,48000,0,48000,2227212,0,0,2227212,82000,41874804.38,0,"GRAUMANN, ZACH",15-JUL-20,1424754
C00659938,"FRIENDS OF ANDREW YANG","PO BOX 214","MIDTOWN STATION","NEW YORK","NY","10018","P00006486","YANG, ANDREW",2020,"Q1",,A,16-APR-20,01-FEB-20,31-MAR-20,,3506936.13,3291589.6,6798525.73,6450540.21,347985.52,0,2010,0,39056987.21,38635965.56,0,2726530.22,0,0,0,2726530.22,0,0,0,0,57371.61,0,0,57371.61,507687.77,3291589.6,4714380.93,0,0,0,0,0,0,1736159.28,0,0,1736159.28,0,6450540.21,0,0,0,41144066.85,0,4345.64,6000,41154412.49,0,0,0,0,89753.3,0,0,89753.3,509729.39,41753895.18,38725718.86,0,0,0,48000,0,48000,2097425.28,0,0,2097425.28,82000,40953144.14,0,"GRAUMANN, ZACH",18-AUG-20,1433251
C00659938,"FRIENDS OF ANDREW YANG","PO BOX 214","MIDTOWN STATION","NEW YORK","NY","10018","P00006486","YANG, ANDREW",2019,"Q3",,A,16-OCT-19,01-JUL-19,30-SEP-19,,855040.39,9922625.52,10777665.91,4413023.43,6364642.48,0,0,0,15032576.71,8162671.74,0,9919324.76,0,1800,0,9921124.76,0,0,0,0,1238.02,0,0,1238.02,262.74,9922625.52,4307293.19,0,0,0,32000,0,32000,73730.24,0,0,73730.24,0,4413023.43,0,0,0,15125350.25,0,4345.64,6000,15135695.89,0,0,0,0,4940.36,0,0,4940.36,413.03,15141049.28,8167612.1,0,0,0,48000,0,48000,103119.18,0,0,103119.18,5000,8323731.28,0,"ZHANG, MUHAN",17-JAN-20,1371212
C00659938,"FRIENDS OF ANDREW YANG","PO BOX 214","MIDTOWN STATION","NEW YORK","NY","10018","P00006486","YANG, ANDREW",2019,"Q2",,A,15-JUL-19,01-APR-19,30-JUN-19,,1151474.25,2832968.97,3984443.22,3129402.83,855040.39,0,32000,0,5181982.19,4355613.41,0,2825632.27,0,536.64,3000,2829168.91,0,0,0,0,3702.34,0,0,3702.34,97.72,2832968.97,3094409.69,0,0,0,8776.21,0,8776.21,21216.93,0,0,21216.93,5000,3129402.83,0,0,0,5206025.49,0,2545.64,6000,5214571.13,0,48000,0,48000,3820.29,0,0,3820.29,3059.67,5269451.09,4359433.7,0,0,0,16000,0,16000,32588.94,0,0,32588.94,5000,4413022.64,0,"ZHANG, MUHAN",10-JAN-20,1369581
C00659938,"FRIENDS OF ANDREW YANG","PO BOX 214","MIDTOWN STATION","NEW YORK","NY","10018","P00006486","YANG, ANDREW",2019,"Q1",,A,15-APR-19,01-JAN-19,31-MAR-19,,44310.51,1783372.57,1827683.08,676208.83,1151474.25,0,40776.21,0,2374030.21,1264906.06,0,1778311.5,0,2009,3000,1783320.5,0,0,0,0,0,0,0,0,52.07,1783372.57,661113.03,0,0,0,7223.79,0,7223.79,7872.01,0,0,7872.01,0,676208.83,0,0,0,2380393.22,0,2009,3000,2385402.22,0,48000,0,48000,117.95,0,0,117.95,2961.95,2436482.12,1265024.01,0,0,0,7223.79,0,7223.79,11372.01,0,0,11372.01,0,1283619.81,0,"ZHANG, MUHAN",10-JAN-20,1369570
C00659938,"FRIENDS OF ANDREW YANG","PO BOX 214","MIDTOWN STATION","NEW YORK","NY","10018","P00006486","YANG, ANDREW",2020,"Q3",,N,15-OCT-20,01-JUL-20,30-SEP-20,,176623.05,344.4,176967.45,11349.29,165618.16,0,2010,0,38950063.36,39434186.89,0,0,0,0,0,0,0,0,0,0,344.4,0,0,344.4,0,344.4,8875.27,0,0,0,0,0,0,2474.02,0,0,2474.02,0,11349.29,0,0,0,41187082.46,0,4345.64,6000,41197428.1,0,0,0,0,92726.26,0,0,92726.26,859729.39,42149883.75,39526913.15,0,0,0,48000,0,48000,2247364.74,0,0,2247364.74,82000,41904277.89,0,"GRAUMANN, ZACH",15-OCT-20,1452585
C00659938,"FRIENDS OF ANDREW YANG","PO BOX 214","MIDTOWN STATION","NEW YORK","NY","10018","P00006486","YANG, ANDREW",2018,"YE",,A,31-JAN-19,01-OCT-18,31-DEC-18,,71181.71,150953.27,222134.98,177824.47,44310.51,0,48000,0,598581.72,603793.03,0,150945.54,0,0,0,150945.54,0,0,0,0,0,0,0,0,7.73,150953.27,177524.47,0,0,0,0,0,0,300,0,0,300,0,177824.47,0,0,0,602081.72,0,0,0,602081.72,0,48000,0,48000,117.95,0,0,117.95,2909.88,653109.55,603910.98,0,0,0,0,0,0,3500,0,0,3500,0,607410.98,0,"ZHANG, MUHAN",16-DEC-19,1366429
